"","team_name","Domains","Tournament","Rank","Nteams","May2020","June2020","July2020","August2020","Sept2020","Oct2020","Nov2020","Dec2020","Jan2021","Feb2021","March2021","April2021","MAE","MASE"
"695","Team Social Psychological Skill","Life Satisfaction","November - 6-months",9,82,NA,NA,NA,NA,NA,NA,6.325822747,6.317159354,6.307085762,6.312220587,6.327977166,6.323220842,0.0197183723333335,0.590042188240568
"696","MLTS","Life Satisfaction","November - 6-months",10,82,NA,NA,NA,NA,NA,NA,6.355680905,6.343534799,6.354008535,6.352038635,6.36209794,6.35216882,0.0202961566666667,0.607331502318218
"697","C-Team","Life Satisfaction","November - 6-months",11,82,NA,NA,NA,NA,NA,NA,6.354573878,6.354573878,6.354573878,6.354573878,6.354573878,6.354573878,0.0216150956666666,0.64679873828273
"698","FMTeam","Life Satisfaction","November - 6-months",12,82,NA,NA,NA,NA,NA,NA,6.35504297,6.35504297,6.35504297,6.35504297,6.35504297,6.35504297,0.0220841876666669,0.660835600224851
"699","Northstar","Life Satisfaction","November - 6-months",13,82,NA,NA,NA,NA,NA,NA,6.339,6.321,6.293,6.31,6.331,6.326,0.0226969886666669,0.679172734592921
"700","Team Blue Skies","Life Satisfaction","November - 6-months",14,82,NA,NA,NA,NA,NA,NA,6.346428658,6.321428658,6.346428658,6.371428658,6.376428658,6.383928658,0.0255218000000001,0.763700901132766
"701","Average Joes","Life Satisfaction","November - 6-months",15,82,NA,NA,NA,NA,NA,NA,6.36,6.36,6.36,6.36,6.36,6.36,0.0270412176666669,0.809167155128584
"702","adamman","Life Satisfaction","November - 6-months",16,82,NA,NA,NA,NA,NA,NA,6.367788995,6.366423771,6.306573442,6.347334238,6.339806011,6.351102506,0.0276330411666666,0.82687656983528
"703","NotGreatWithNamesTeam","Life Satisfaction","November - 6-months",17,82,NA,NA,NA,NA,NA,NA,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,0.0289412176666669,0.866021754418299
"704","RTTMT","Life Satisfaction","November - 6-months",18,82,NA,NA,NA,NA,NA,NA,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,0.0289460946666663,0.866167691197616
"705","Renegade","Life Satisfaction","November - 6-months",19,82,NA,NA,NA,NA,NA,NA,6.334,6.35,6.35,6.36,6.38,6.4,0.0293745509999998,0.878988592852783
"706","Waterloo Purple Jackets","Life Satisfaction","November - 6-months",20,82,NA,NA,NA,NA,NA,NA,6.31727722,6.349567,6.333421,6.333027,6.379542,6.300488,0.0302976103333332,0.90660973417768
"707","BRTWN","Life Satisfaction","November - 6-months",21,82,NA,NA,NA,NA,NA,NA,6.367197,6.362181,6.362923,6.369676,6.376438,6.372593,0.035542551,1.06355657623119
"708","Broken Mirror Neurons","Life Satisfaction","November - 6-months",22,82,NA,NA,NA,NA,NA,NA,6.4,6.32,6.35,6.34,6.38,6.41,0.0361142423333332,1.08066356658596
"709","The Causal Lab","Life Satisfaction","November - 6-months",23,82,NA,NA,NA,NA,NA,NA,6.34,6.33,6.31,6.33,6.45,6.32,0.039030322,1.1679227986624
"710","Platypus","Life Satisfaction","November - 6-months",24,82,NA,NA,NA,NA,NA,NA,6.3868,6.3872,6.3274,6.3667,6.3578,6.3677,0.039786028,1.19053614698389
"711","CoronaSky","Life Satisfaction","November - 6-months",25,82,NA,NA,NA,NA,NA,NA,6.3,6.33,6.35,6.38,6.4,6.42,0.0408258759999998,1.22165201085873
"712","TheMets","Life Satisfaction","November - 6-months",26,82,NA,NA,NA,NA,NA,NA,6.362,6.387,6.362,6.387,6.362,6.387,0.0415412176666664,1.24305751812903
"713","The Forecasting Four","Life Satisfaction","November - 6-months",27,82,NA,NA,NA,NA,NA,NA,6.3475,6.3325,6.395,6.375,6.3775,6.42,0.0416245509999998,1.24555114090489
"714","WeGen","Life Satisfaction","November - 6-months",28,82,NA,NA,NA,NA,NA,NA,6.35,6.35,6.35,6.4,6.4,6.4,0.0420412176666665,1.25801925478422
"715","That Well-being Researcher","Life Satisfaction","November - 6-months",29,82,NA,NA,NA,NA,NA,NA,6.389101,6.387736,6.327885,6.367231,6.365287,6.375168,0.0427590280000002,1.27949863313564
"716","Motivation & Emotion","Life Satisfaction","November - 6-months",30,82,NA,NA,NA,NA,NA,NA,6.24657914,6.375417114,6.388812917,6.382678069,6.358958437,6.362785138,0.0478379651666665,1.43147807388746
"717","polarization-2020CO","Life Satisfaction","November - 6-months",31,82,NA,NA,NA,NA,NA,NA,6.32,6.21,6.23,6.3,6.32,6.33,0.0479587823333333,1.43509334314965
"718","LoneGradStudent","Life Satisfaction","November - 6-months",32,82,NA,NA,NA,NA,NA,NA,6.25,6.2,6.3,6.3,6.3,6.35,0.052987513,1.58557043103872
"719","Star Trek","Life Satisfaction","November - 6-months",33,82,NA,NA,NA,NA,NA,NA,6.35,6.32,6.21,6.24,6.3,6.31,0.0574616723333334,1.71945281843609
"720","King Octopus","Life Satisfaction","November - 6-months",34,82,NA,NA,NA,NA,NA,NA,6.33,6.35,6.4,6.45,6.4,6.42,0.0591592093333332,1.77024902154897
"721","The Frugal Few","Life Satisfaction","November - 6-months",35,82,NA,NA,NA,NA,NA,NA,6.305011957,6.305011957,6.271593377,6.238174796,6.238174796,6.271593377,0.0629902729999999,1.88488775292882
"722","Patricia Arriaga","Life Satisfaction","November - 6-months",36,82,NA,NA,NA,NA,NA,NA,6.38,6.393,6.391,6.419,6.46,6.346,0.0652078843333331,1.9512463864746
"723","UhZettHa","Life Satisfaction","November - 6-months",37,82,NA,NA,NA,NA,NA,NA,6.39,6.26,6.36,6.41,6.44,6.45,0.0654203360000001,1.95760367825186
"724","meebe","Life Satisfaction","November - 6-months",38,82,NA,NA,NA,NA,NA,NA,6.2,6.3,6.3,6.2,6.3,6.3,0.0662921156666669,1.98369035383989
"725","Imielin","Life Satisfaction","November - 6-months",39,82,NA,NA,NA,NA,NA,NA,6.3,6.3,6.2,6.2,6.3,6.3,0.0662921156666669,1.98369035383989
"726","Cascade Institute","Life Satisfaction","November - 6-months",40,82,NA,NA,NA,NA,NA,NA,6.4,6.4,6.4,6.4,6.4,6.4,0.0670412176666669,2.00610608754364
"727","Not a fortune teller","Life Satisfaction","November - 6-months",41,82,NA,NA,NA,NA,NA,NA,6.4,6.4,6.4,6.4,6.4,6.4,0.0670412176666669,2.00610608754364
"728","Dragon","Life Satisfaction","November - 6-months",42,82,NA,NA,NA,NA,NA,NA,6.4,6.4,6.4,6.4,6.4,6.4,0.0670412176666669,2.00610608754364
"729","Polarization Disciples","Life Satisfaction","November - 6-months",43,82,NA,NA,NA,NA,NA,NA,6.24213292,6.223647976,6.297508754,6.287881503,6.382793911,6.414013671,0.0671622341666667,2.0097273215515
"730","ms607","Life Satisfaction","November - 6-months",44,82,NA,NA,NA,NA,NA,NA,6.4,6.3,6.25,6.3,6.4,6.5,0.0741048376666669,2.21747413208828
"731","scaled-humanity","Life Satisfaction","November - 6-months",45,82,NA,NA,NA,NA,NA,NA,6.3854712,6.3905089,6.4100612,6.4036839,6.4315515,6.4251742,0.0747830343333333,2.23776813194246
"732","Abracadabra","Life Satisfaction","November - 6-months",46,82,NA,NA,NA,NA,NA,NA,6.1,6.3,6.3,6.2,6.3,6.4,0.0863208463333335,2.5830195413846
"733","Team Apple","Life Satisfaction","November - 6-months",47,82,NA,NA,NA,NA,NA,NA,6.3,6.1,6.2,6.3,6.3,6.4,0.0863208463333335,2.5830195413846
"734","Team42","Life Satisfaction","November - 6-months",48,82,NA,NA,NA,NA,NA,NA,6.3,6.4,6.2,6.3,6.47,6.4,0.0878437109999999,2.62858894159291
"735","4 chimps with a dart","Life Satisfaction","November - 6-months",49,82,NA,NA,NA,NA,NA,NA,6.413989808,6.407538238,6.406474128,6.424569907,6.437782509,6.43919129,0.0886321976666666,2.6521832013185
"736","datamodelers","Life Satisfaction","November - 6-months",50,82,NA,NA,NA,NA,NA,NA,6.371181,6.38608,6.399931,6.472441,6.477486,6.426569,0.0893225509999997,2.67284097086322
"737","A Woman Scientist","Life Satisfaction","November - 6-months",51,82,NA,NA,NA,NA,NA,NA,6.27,6.23,6.22,6.22,6.25,6.26,0.0912921156666669,2.7317771865993
"738","Hi5","Life Satisfaction","November - 6-months",52,82,NA,NA,NA,NA,NA,NA,6.4,6.41,6.42,6.43,6.44,6.45,0.0920412176666667,2.75419292030304
"739","DrT","Life Satisfaction","November - 6-months",53,82,NA,NA,NA,NA,NA,NA,6.43642030228546,6.43721616186657,6.4305572981626,6.42299294726569,6.45176056540464,6.43366682684732,0.10247690130538,3.0664648211416
"740","Team29","Life Satisfaction","November - 6-months",54,82,NA,NA,NA,NA,NA,NA,6.3,6.35,6.4,6.45,6.5,6.55,0.102492542666667,3.06693286499861
"741","Seaside","Life Satisfaction","November - 6-months",55,82,NA,NA,NA,NA,NA,NA,6.15,6.15,6.2,6.25,6.3,6.35,0.102987513,3.08174409655753
"742","BlackSwan","Life Satisfaction","November - 6-months",56,82,NA,NA,NA,NA,NA,NA,6.4,6.4,6.45,6.45,6.45,6.5,0.108707884333333,3.25291747547598
"743","LongerSquigglyLines","Life Satisfaction","November - 6-months",57,82,NA,NA,NA,NA,NA,NA,6.407938,6.437951,6.451646,6.466238,6.459458,6.447009,0.112081217666666,3.35385932544298
"744","Duckling Power","Life Satisfaction","November - 6-months",58,82,NA,NA,NA,NA,NA,NA,6.19,6.14,6.24,6.19,6.23,6.3,0.117958782333333,3.52973647487599
"745","Haifa_Team","Life Satisfaction","November - 6-months",59,82,NA,NA,NA,NA,NA,NA,6.3,6.4,6.3,6.2,6.5,6.6,0.126177044333333,3.77565541849067
"746","WQXZ","Life Satisfaction","November - 6-months",60,82,NA,NA,NA,NA,NA,NA,6.441,6.4384,6.437,6.4788,6.4853,6.4773,0.126674551,3.7905425459524
"747","Bordeaux","Life Satisfaction","November - 6-months",61,82,NA,NA,NA,NA,NA,NA,6.46,6.46,6.46,6.46,6.46,6.46,0.127041217666667,3.80151448616621
"748","FrostNova","Life Satisfaction","November - 6-months",62,82,NA,NA,NA,NA,NA,NA,6.34,6.4,6.45,6.5,6.5,6.6,0.132041217666667,3.95113185271809
"749","Bluebirds","Life Satisfaction","November - 6-months",63,82,NA,NA,NA,NA,NA,NA,6.46864,6.46864,6.46864,6.46864,6.46864,6.46864,0.135681217666666,4.06005329556785
"750","fearfulastra","Life Satisfaction","November - 6-months",64,82,NA,NA,NA,NA,NA,NA,6.484948271,6.489671601,6.494552377,6.499433152,6.503841594,6.508722369,0.163902778333333,4.90454041295403
"751","Dog's Sense","Life Satisfaction","November - 6-months",65,82,NA,NA,NA,NA,NA,NA,6.1,6.15,6.2,6.2,6.15,6.2,0.166292115666667,4.97603768487752
"752","Forecasting Team 1","Life Satisfaction","November - 6-months",66,82,NA,NA,NA,NA,NA,NA,6.5,6.5,6.5,6.5,6.5,6.5,0.167041217666667,4.99845341858127
"753","Old Chickens","Life Satisfaction","November - 6-months",67,82,NA,NA,NA,NA,NA,NA,6.49145332404342,6.49617665477565,6.50105742986561,6.50593820495558,6.51034664697232,6.51522742206228,0.17040783144581,5.0991941961478
"754","Korrigan","Life Satisfaction","November - 6-months",68,82,NA,NA,NA,NA,NA,NA,6.55,6.6,6.5,6.48,6.46,6.48,0.178707884333333,5.34756060720232
"755","Haku","Life Satisfaction","November - 6-months",69,82,NA,NA,NA,NA,NA,NA,5.9723308,5.9723308,6.111785565,6.181512947,6.251240329,6.314159915,0.199065389666667,5.95672787471018
"756","Lady in Black","Life Satisfaction","November - 6-months",70,82,NA,NA,NA,NA,NA,NA,6.3,6.2,6.1,6,6.1,6.1,0.199625449,5.97348679522341
"757","Me Myself and I","Life Satisfaction","November - 6-months",71,82,NA,NA,NA,NA,NA,NA,5.7,6,6.2,6.3,6.4,6.4,0.209556162666667,6.27064824058089
"758","Heisenburg","Life Satisfaction","November - 6-months",72,82,NA,NA,NA,NA,NA,NA,6.55846742784937,6.60731691279503,6.57048430261844,6.54538517972231,6.55368379415293,6.5402114323642,0.229632725917047,6.87140874516771
"759","TeamKL","Life Satisfaction","November - 6-months",73,82,NA,NA,NA,NA,NA,NA,6.5,6.5,6.2,6.3,6.8,6.8,0.249059052666667,7.45271191517862
"760","md2000","Life Satisfaction","November - 6-months",74,82,NA,NA,NA,NA,NA,NA,6.1,6.2,6.1,6.1,6,6,0.249625449,7.46966046074222
"761","Spartacus","Life Satisfaction","November - 6-months",75,82,NA,NA,NA,NA,NA,NA,6.1,6.01,6.05,6.06,6.07,6.1,0.267958782333334,8.01825747143246
"762","Nurni Flowenol","Life Satisfaction","November - 6-months",76,82,NA,NA,NA,NA,NA,NA,6,5.9,5.9,5.8,5.9,5.9,0.432958782333333,12.9556305676445
"763","SCREEN Team","Life Satisfaction","November - 6-months",77,82,NA,NA,NA,NA,NA,NA,5.5,5.5,6,6,6,6,0.499625449,14.9505287883363
"764","HHH","Life Satisfaction","November - 6-months",78,82,NA,NA,NA,NA,NA,NA,6,6,7,7,7,7,0.544204994333333,16.284503623307
"765","AhamBrahamasmi","Life Satisfaction","November - 6-months",79,82,NA,NA,NA,NA,NA,NA,5,4,5,6,6,5,1.16629211566667,34.8995109952539
"766","Team Funemployed","Life Satisfaction","November - 6-months",80,82,NA,NA,NA,NA,NA,NA,4.76172,5.017147,5.094369,5.171591,5.248812,5.296334,1.234629949,36.9444163270928
"767","CheeseCake","Life Satisfaction","November - 6-months",81,82,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5.5,1.249625449,37.3931337711186
"768","Comet","Life Satisfaction","November - 6-months",82,82,NA,NA,NA,NA,NA,NA,4,5,5,5,5,6,1.33295878233333,39.8867565469833
"769","Team Supreme Ignorance","Negative Affect in Social Media","November - 6-months",1,51,NA,NA,NA,NA,NA,NA,1.9,1.8,1.7,1.6,1.5,1.3,0.191317811,0.94940216123316
"770","A Woman Scientist","Negative Affect in Social Media","November - 6-months",2,51,NA,NA,NA,NA,NA,NA,2.1,2,1.8,1.4,1.6,1.7,0.214504052,1.06446237021847
"771","Team42","Negative Affect in Social Media","November - 6-months",3,51,NA,NA,NA,NA,NA,NA,2.4,1.85,2,1.8,1.6,1.7,0.233291267333333,1.15769270119388
"772","Hi5","Negative Affect in Social Media","November - 6-months",4,51,NA,NA,NA,NA,NA,NA,2,2.1,2,1.8,1.6,1.4,0.236611415666667,1.17416872079082
"773","FrostNova","Negative Affect in Social Media","November - 6-months",5,51,NA,NA,NA,NA,NA,NA,2.1,2,2,1.9,1.8,1.7,0.303278082333333,1.5049977067839
"774","Team Blue Skies","Negative Affect in Social Media","November - 6-months",6,51,NA,NA,NA,NA,NA,NA,1.579667709,1.704667709,1.579667709,1.554667709,1.554667709,1.429667709,0.303817811,1.50767607509647
"775","The Forecasting Four","Negative Affect in Social Media","November - 6-months",7,51,NA,NA,NA,NA,NA,NA,2.09,1.9775,1.9125,1.9025,1.8175,1.68,0.304551610333333,1.511317506437
"776","scaled-humanity","Negative Affect in Social Media","November - 6-months",8,51,NA,NA,NA,NA,NA,NA,1.6434743,1.6497335,1.51414819,1.5828452,1.46422868,1.5329257,0.320091742666667,1.58843439976752
"777","BlackSwan","Negative Affect in Social Media","November - 6-months",9,51,NA,NA,NA,NA,NA,NA,2,1.9,1.9,1.8,1.8,1.9,0.325384943666667,1.61470156455984
"778","Lady in Black","Negative Affect in Social Media","November - 6-months",10,51,NA,NA,NA,NA,NA,NA,2,1.9,1.9,1.9,1.9,1.9,0.358718277,1.78011605755637
"779","adamman","Negative Affect in Social Media","November - 6-months",11,51,NA,NA,NA,NA,NA,NA,1.935834901,2.093762833,1.79313012,1.719128219,1.879903331,1.784094052,0.366705512666667,1.81975219370374
"780","MLTS","Negative Affect in Social Media","November - 6-months",12,51,NA,NA,NA,NA,NA,NA,2.014291157,1.943497681,1.946327425,1.949157169,1.951986913,1.954816657,0.38185825,1.89494666460883
"781","savvy time traveler","Negative Affect in Social Media","November - 6-months",13,51,NA,NA,NA,NA,NA,NA,2.2,2.25,2.1,2,1.9,1.8,0.394944749,1.95988756252437
"782","Polarization Disciples","Negative Affect in Social Media","November - 6-months",14,51,NA,NA,NA,NA,NA,NA,1.947318018,1.962730992,1.993565706,1.975987591,1.94953134,1.999931449,0.409016259,2.02971651329474
"783","Team Social Psychological Skill","Negative Affect in Social Media","November - 6-months",15,51,NA,NA,NA,NA,NA,NA,2.199632882,2.206652228,2.123987216,2.005546598,1.964093359,1.887737322,0.4180087225,2.07434102701401
"784","Dragon","Negative Affect in Social Media","November - 6-months",16,51,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,0.419944749,2.08394843227177
"785","The Star","Negative Affect in Social Media","November - 6-months",17,51,NA,NA,NA,NA,NA,NA,1.315665722,1.282003999,1.258601546,1.240035176,1.220480561,1.220480561,0.421747439166667,2.09289416467024
"786","teamGreenLake","Negative Affect in Social Media","November - 6-months",18,51,NA,NA,NA,NA,NA,NA,1.430219,1.300855,1.292914,1.222515,1.049575,1.049575,0.434099899333333,2.15419244274211
"787","5casters","Negative Affect in Social Media","November - 6-months",19,51,NA,NA,NA,NA,NA,NA,1.998227812,1.99065819,2.04725795,2.045808691,2.065185702,2.066931371,0.456213764333333,2.26393105575718
"788","SCREEN Team","Negative Affect in Social Media","November - 6-months",20,51,NA,NA,NA,NA,NA,NA,1.5,1.5,1.8,1.8,1.8,1.8,0.457984477666667,2.27271810520544
"789","Northstar","Negative Affect in Social Media","November - 6-months",21,51,NA,NA,NA,NA,NA,NA,1.9,2.1,2.05,2.1,2,1.9,0.461611415666667,2.29071654851744
"790","Team CCS","Negative Affect in Social Media","November - 6-months",22,51,NA,NA,NA,NA,NA,NA,2.021979,2.186947,1.708487,1.739786,2.150407,2.004035,0.467169777,2.31829955417279
"791","Compassionate Values","Negative Affect in Social Media","November - 6-months",23,51,NA,NA,NA,NA,NA,NA,2.2,2.22,2.24,2.26,2.28,1.5,0.469944749,2.33207017176657
"792","AbCdEfG","Negative Affect in Social Media","November - 6-months",24,51,NA,NA,NA,NA,NA,NA,2.073140679,2.214140679,1.887340679,1.975340679,2.145840679,1.999440679,0.471098503333333,2.3377956024093
"793","Imielin","Negative Affect in Social Media","November - 6-months",25,51,NA,NA,NA,NA,NA,NA,2.3,2.2,2.1,2.1,2,2.1,0.474957934,2.35694777541876
"794","ForeverJung90","Negative Affect in Social Media","November - 6-months",26,51,NA,NA,NA,NA,NA,NA,2.3,2.3,2.2,2.1,2,2,0.491624600666667,2.43965502191703
"795","Average Joes","Negative Affect in Social Media","November - 6-months",27,51,NA,NA,NA,NA,NA,NA,1.11,1.11,1.11,1.11,1.11,1.11,0.548375399333333,2.72127715957488
"796","ms607","Negative Affect in Social Media","November - 6-months",28,51,NA,NA,NA,NA,NA,NA,1.6,2,2.3,2.2,2,1.9,0.553278082333333,2.74560640425791
"797","The Causal Lab","Negative Affect in Social Media","November - 6-months",29,51,NA,NA,NA,NA,NA,NA,2.317722,2.377293,2.47124,2.2,2,2,0.569333767333333,2.82528169407752
"798","Motivation & Emotion","Negative Affect in Social Media","November - 6-months",30,51,NA,NA,NA,NA,NA,NA,1.10088336,1.078728723,1.128737595,1.125875509,1.082368765,1.003759515,0.5716498215,2.83677496184947
"799","Me Myself and I","Negative Affect in Social Media","November - 6-months",31,51,NA,NA,NA,NA,NA,NA,0.9,1,1.1,1.1,1.2,1.1,0.591708732666667,2.93631600047037
"800","CPMY","Negative Affect in Social Media","November - 6-months",32,51,NA,NA,NA,NA,NA,NA,2.197007885,2.213986349,2.230964812,2.247943276,2.26492174,2.281900203,0.593729498166667,2.9463439174898
"801","Bluebirds","Negative Affect in Social Media","November - 6-months",33,51,NA,NA,NA,NA,NA,NA,1.01671,1.1786,0.94446,1.01434,1.17913,0.94446,0.612092066,3.03746696293776
"802","LongerSquigglyLines","Negative Affect in Social Media","November - 6-months",34,51,NA,NA,NA,NA,NA,NA,1.017887,1.390591,0.871955,0.754317,1.1283,1.236912,0.616775513,3.06070826326719
"803","TAPE-Measurement","Negative Affect in Social Media","November - 6-months",35,51,NA,NA,NA,NA,NA,NA,2.3,2.5,2.1,2.2,2.4,2.2,0.624957934,3.10131299390317
"804","WQXZ","Negative Affect in Social Media","November - 6-months",36,51,NA,NA,NA,NA,NA,NA,0.870584,0.985562,1.18048,0.883144,0.99611,1.19661,0.651253513,3.23180308995323
"805","Team29","Negative Affect in Social Media","November - 6-months",37,51,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0.658375399333333,3.26714498646345
"806","Heisenburg","Negative Affect in Social Media","November - 6-months",38,51,NA,NA,NA,NA,NA,NA,0.841802820295785,1.03545249924724,1.11992516217695,0.886814507730548,0.954954981608254,1.09486961671592,0.669405468037551,3.3218809831362
"807","Duckling Power","Negative Affect in Social Media","November - 6-months",39,51,NA,NA,NA,NA,NA,NA,2.35,2.5,2.3,2.33,2.4,2.1,0.671624600666667,3.33289328409832
"808","StatFore","Negative Affect in Social Media","November - 6-months",40,51,NA,NA,NA,NA,NA,NA,0.982787476006117,0.983013654119906,0.983239832233695,0.983466010347484,0.983692188461273,0.983918366575062,0.675022478042744,3.34975502900116
"809","Bordeaux","Negative Affect in Social Media","November - 6-months",41,51,NA,NA,NA,NA,NA,NA,0.989,0.989,0.973,0.973,0.989,0.973,0.677375399333333,3.36143124747147
"810","RTTMT","Negative Affect in Social Media","November - 6-months",42,51,NA,NA,NA,NA,NA,NA,0.97,0.97,0.97,0.97,0.97,0.97,0.688375399333333,3.41601803016033
"811","polarization-2020CO","Negative Affect in Social Media","November - 6-months",43,51,NA,NA,NA,NA,NA,NA,2.24,2.6,2.45,2.3,2.28,2.24,0.693291267333333,3.44041270454606
"812","TheMets","Negative Affect in Social Media","November - 6-months",44,51,NA,NA,NA,NA,NA,NA,0.973,0.955,0.973,0.955,0.973,0.955,0.694375399333333,3.4457926388997
"813","Team Apple","Negative Affect in Social Media","November - 6-months",45,51,NA,NA,NA,NA,NA,NA,2.5,2.8,2.7,2.6,2,1.8,0.741624600666667,3.68026371939104
"814","CheeseCake","Negative Affect in Social Media","November - 6-months",46,51,NA,NA,NA,NA,NA,NA,2.5,2.5,2.5,2.5,2.5,2,0.758291267333333,3.76297096588931
"815","CantabRoyal","Negative Affect in Social Media","November - 6-months",47,51,NA,NA,NA,NA,NA,NA,0.7,0.8,0.9,1,1,1,0.758375399333333,3.76338846545305
"816","TeamKL","Negative Affect in Social Media","November - 6-months",48,51,NA,NA,NA,NA,NA,NA,1,1,0.8,0.8,0.8,0.8,0.791708732666667,3.92880295844959
"817","fearfulastra","Negative Affect in Social Media","November - 6-months",49,51,NA,NA,NA,NA,NA,NA,0.858,0.86,0.862,0.863,0.865,0.867,0.795875399333333,3.94947977007415
"818","datamodelers","Negative Affect in Social Media","November - 6-months",50,51,NA,NA,NA,NA,NA,NA,2.331337,2.592473,2.438866,2.532505,2.777666,2.735769,0.909727267333333,4.51446224073201
"819","BRTWN","Negative Affect in Social Media","November - 6-months",51,51,NA,NA,NA,NA,NA,NA,2.756223,2.624148,2.580076,2.613965,2.648565,2.681428,0.992358767333333,4.9245156710733
"820","BRTWN","Political Polarization","November - 6-months",1,47,NA,NA,NA,NA,NA,NA,82.9979,83.33927,83.70165,84.10422,83.19065,83.38266,1.80654166666667,0.777688536451235
"821","adamman","Political Polarization","November - 6-months",2,47,NA,NA,NA,NA,NA,NA,87.35952381,85.16507937,86.55952381,86.31654762,86.22912699,84.06392857,2.03228836166667,0.874869033354575
"822","NYHC","Political Polarization","November - 6-months",3,47,NA,NA,NA,NA,NA,NA,88,86,85,85,84,84,2.08333333333333,0.896843112359291
"823","Team Blue Skies","Political Polarization","November - 6-months",4,47,NA,NA,NA,NA,NA,NA,87,86,85.5,86,85,84.5,2.08333333333333,0.896843112359291
"824","teamGreenLake","Political Polarization","November - 6-months",5,47,NA,NA,NA,NA,NA,NA,88.30846,86.55372,85.51185,84.82918,84.31892,83.9029,2.21453166666666,0.953321986728739
"825","Tosbik","Political Polarization","November - 6-months",6,47,NA,NA,NA,NA,NA,NA,89,87,85,83,83,82,2.58333333333333,1.11208545932552
"826","fearfulastra","Political Polarization","November - 6-months",7,47,NA,NA,NA,NA,NA,NA,85.353,85.618,85.893,86.168,86.416,86.691,2.6555,1.14315210473765
"827","Heisenburg","Political Polarization","November - 6-months",8,47,NA,NA,NA,NA,NA,NA,82.131652119562,85.3522376075019,80.7036472324367,82.8963995283242,85.848346772508,86.9505550564142,2.7037911685142,1.16394071363512
"828","md2000","Political Polarization","November - 6-months",9,47,NA,NA,NA,NA,NA,NA,90,88,84,83,85,86,2.75,1.18383290831426
"829","blue duiker","Political Polarization","November - 6-months",10,47,NA,NA,NA,NA,NA,NA,87.5,84.5,76.5,79.5,80,81.5,3.66666666666667,1.57844387775235
"830","Broken Mirror Neurons","Political Polarization","November - 6-months",11,47,NA,NA,NA,NA,NA,NA,90,88,89,87,87,85,3.75,1.61431760224672
"831","LoneGradStudent","Political Polarization","November - 6-months",12,47,NA,NA,NA,NA,NA,NA,90,85,80,80,80,80,3.75,1.61431760224672
"832","Foxtrot","Political Polarization","November - 6-months",13,47,NA,NA,NA,NA,NA,NA,80,80,80,80,80,80,3.91666666666667,1.68606505123547
"833","Team42","Political Polarization","November - 6-months",14,47,NA,NA,NA,NA,NA,NA,93,88,91,86,86,84,4.08333333333333,1.75781250022421
"834","datamodelers","Political Polarization","November - 6-months",15,47,NA,NA,NA,NA,NA,NA,88.84853,84.76255,87.20843,90.02419,87.89711,89.80094,4.173625,1.79668168071386
"835","LongerSquigglyLines","Political Polarization","November - 6-months",16,47,NA,NA,NA,NA,NA,NA,85.154253,86.924462,89.496445,88.460859,86.570285,88.326855,4.18744216666667,1.80262975947738
"836","IPZ_predi","Political Polarization","November - 6-months",17,47,NA,NA,NA,NA,NA,NA,80.165412902832,80.2688980102539,79.1305313110352,79.234016418457,79.3375015258789,79.4409942626953,4.32044092814128,1.85988369060417
"837","scaled-humanity","Political Polarization","November - 6-months",18,47,NA,NA,NA,NA,NA,NA,86.5251941,86.3826998,89.11787123,89.4966102,88.31164926,88.6903882,4.32900409833334,1.86357000430339
"838","Motivation & Emotion","Political Polarization","November - 6-months",19,47,NA,NA,NA,NA,NA,NA,87.97071955,87.96504278,88.49919721,88.55560969,88.75288907,89.08322763,4.554447655,1.96062000479408
"839","ForeverJung90","Political Polarization","November - 6-months",20,47,NA,NA,NA,NA,NA,NA,92,80,80,80,78,76,4.58333333333333,1.97305484719044
"840","MLTS","Political Polarization","November - 6-months",21,47,NA,NA,NA,NA,NA,NA,88.52819128,88.57346349,88.6187357,88.66400791,88.70928012,88.75455233,4.72470513833333,2.03391324539654
"841","SCREEN Team","Political Polarization","November - 6-months",22,47,NA,NA,NA,NA,NA,NA,75,80,80,80,80,80,4.75,2.04480229617918
"842","Team Supreme Ignorance","Political Polarization","November - 6-months",23,47,NA,NA,NA,NA,NA,NA,90,95,85,83,81,80,4.75,2.04480229617918
"843","Imielin","Political Polarization","November - 6-months",24,47,NA,NA,NA,NA,NA,NA,90,90,89.5,89,88,88.5,5.25,2.26004464314541
"844","Team29","Political Polarization","November - 6-months",25,47,NA,NA,NA,NA,NA,NA,88,90,90,90,90,90,5.75,2.47528699011164
"845","ms607","Political Polarization","November - 6-months",26,47,NA,NA,NA,NA,NA,NA,87,91,94,89,80,85,5.75,2.47528699011164
"846","TheMets","Political Polarization","November - 6-months",27,47,NA,NA,NA,NA,NA,NA,78.3,78,78.3,78,78.3,78,5.76666666666667,2.48246173501052
"847","HSCNAC","Political Polarization","November - 6-months",28,47,NA,NA,NA,NA,NA,NA,93,94.5,94,88,86,82.5,5.91666666666667,2.54703443910039
