"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","t.consent_First.Click","t.consent_Last.Click","t.consent_Page.Submit","t.consent_Click.Count","covidest_1","covidest_2","covidest_3","covidest_4","covidest_5","covidest_6","covidest_7","covidest_8","covidest_9","covidest_10","covidest_11","covidest_12","t.covid_First.Click","t.covid_Last.Click","t.covid_Page.Submit","t.covid_Click.Count","Age","t.demo_First.Click","t.demo_Last.Click","t.demo_Page.Submit","t.demo_Click.Count","Sex","Genderident","Genderident_5_TEXT","Education","Occupation","Ethnicity","Religion","Religion_Other","Politics_1","Country.of.Residence","Residential.Area","Income","Comments","PID","STUDY_ID","SESSION_ID","complete","Issue","Useless","Month.1","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","predNumber","First.Click","Last.Click","Page.Submit","Click.Count","details","upload_Id","upload_Name","upload_Size","upload_Type","up_First.Click","up_Last.Click","up_Page.Submit","up_Click.Count","any_First.Click","any_Last.Click","any_Page.Submit","any_Click.Count","confidence","basis","basis_text","theory","parameters","covidcondyn","coviddesc","Intuition","Theory","Simulation","DataDriven","Other","Method","Error","OM.Flag","HK.Flag","Agreement","OM.Comment","HK.Comment","Final.Code","Final.OT","Disagreement","OT.Flag","OT.Comment"
"1480",1480,"6/3/2020 15:46","6/3/2020 16:18",0,"73.221.133.106",100,1887,1,"6/3/2020 16:18","R_325sraJB0VHN8Sk",NA,NA,NA,NA,47.5460968,-122.3722992,"anonymous","EN",0,0,10.073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.918,204.039,222.984,6,50,4.248,16.734,25.426,4,2,5,"nonbinary",5,"homemaker",4,9,"pagan",1,"USA",1,7,NA,"5c3fb71b36052e00016bb1a6","5ed7c6806cb9612735cc3980","5ed7fe29ae79a92f1de8170d",1,"easian","pred",0.1,0.1,0.09,0.08,0.08,0.09,0.1,0.13,0.13,0.11,0.11,0.9,8565,31.853,34.165,34.177,2,1,"F_3qm6VlDo1FiQcY4","asian_explicit_bias_updated.xlsx",40013,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",3.375,77.727,88.961,4,2.746,24.955,116.744,2,1,"1",NA,"looked at the variation in the past, and where the # is now, for a starting point","I know explicit bias has increased, but I haven't seen a lot in the media right now about hate crimes etc. against Asian-Americans.  I think it will decrease over the summer as businesses open up and covid-19 cases decrease, but will rise again next fall as Covid-19 cases & deaths spike again.",1,"I think increased Covid-19 cases and deaths will lead to increased explicit bias.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1481",1481,"6/3/2020 16:00","6/3/2020 16:19",0,"75.32.15.50",100,1113,1,"6/3/2020 16:19","R_1d5ibqEkaToB2dl",NA,NA,NA,NA,32.92599487,-96.96659851,"anonymous","EN",0,0,30.968,0,700000,800000,900000,1000000,1100000,1200000,1300000,1500000,1700000,2000000,2500000,3000000,5.178,107.617,114.782,16,56,3.69,7.745,10.239,3,1,2,NA,7,"Consultant",4,9,"Ignostic (not agnostic)",4,"USA",2,4,"Not sure why the same questons were asked twice...","5ea1dc309315030c68262aa3","5ed7c6806cb9612735cc3980","5ed80151b9825911f48ac306",1,"easian","pred",0.1,0.09,0.08,0.07,0.06,0.05,0.03,0,-0.03,0,0.01,0.01,8570,65.686,65.686,65.692,1,1,"F_26l5fGcRJYyaAUj","asian_explicit_bias_updated.xlsx",16647,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",11.674,142.296,146.814,15,6.079,108.304,111.023,6,1,"5","dips as covid subsides over the summer and rises for second wave of covid","As covid subsides over the summer, bias recedes, just to return after elections and holidays whe covid returns","Holidays and election ",1,"Bias correlates with Covid.  Covid will peter out just to return after the holidays.",0,0,0,0,1,"Data-Driven",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1482",1482,"6/3/2020 15:53","6/3/2020 16:19",0,"99.155.148.71",100,1532,1,"6/3/2020 16:19","R_2CJ7Im5H3ux83MC",NA,NA,NA,NA,33.87750244,-84.50170135,"anonymous","EN",0,0,11.149,0,650000,690000,740000,770000,790000,815000,900000,970000,1200000,1100000,1000000,9000000,19.283,19.283,95.671,1,29,4.873,7.715,9.193,3,1,2,NA,3,"Computer Engineer",3,4,NA,3,"United States of America",2,5,"Only that my numbers may not have been as precise, my main goal was to show the trajectory I believe bias will take during the next 12 months.","5ed5fadf3659cb03ec1296fc","5ed7c6806cb9612735cc3980","5ed7ffb2676334301574f854",1,"easian","pred",0.12,0.14,0.16,0.19,0.2,0.2,0.25,0.23,0.2,0.19,0.18,0.15,8572,22.143,22.143,22.147,1,1,"F_1GUM41E1PYHPLJs","asian_explicit_bias_updated (1).xlsx",61435,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",199.401,199.401,250.897,1,2.358,164.762,330.452,2,5,"1,2",NA,"I believe that bias will intensify as we approach election season as due to the current climate we are in, more people will attribute blame to the Asian American community for the pandemic, as conditions do not improve as some people believe. I also believe bias will hit a peak around election season as the pandemic will be a key issue, and one candidate has already attributed blame to Asian people in some sense.","Yes, my process is basically to look at the data given, and try to attribute reasons for why the bias level is where it is in a specific time window. The easiest variable to see is the spike after the pandemic was brought to national attention and lockdowns ensued. I do believe single shot events play a role such as political leadership and policy changes. Especially when they frame any demographic in a specific light. Most people don't do enough research to make opinions of their own so they latch to those that are presented in a way they can understand.",1,"I think when it comes to Asian-American bias it is the biggest variable impact that is in play at the current time. Anytime you attach a region to the title of a virus or any negative event I believe the people from that region or that could be mistaken to be from that region will feel the negative perception.",1,1,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1483",1483,"6/3/2020 16:02","6/3/2020 16:19",0,"67.87.122.9",100,992,1,"6/3/2020 16:19","R_1OoY15dy1I6hn11",NA,NA,NA,NA,40.58279419,-73.95320129,"anonymous","EN",0,0,4.55,0,50000,30000,20000,10000,10000,20000,40000,80000,70000,60000,50000,30000,19.378,51.426,54.859,14,55,2.056,8.956,10.521,5,1,2,NA,5,"Senior Director IT",4,6,NA,6,"USA",1,8,NA,"5e06389719232d022f392c9a","5ed7c6806cb9612735cc3980","5ed801de6b0a622fe80a7a9c",1,"easian","pred",0.11,0.11,0.09,0.07,0.05,0.07,0.1,0.11,0.1,0.09,0.07,0.05,8573,22.759,22.759,22.767,1,3,"F_2PmSxsYpu2eEObn","asian_explicit_bias_updated.xlsx",38891,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",5.643,74.252,76.443,14,2.2,97.041,143.993,9,2,"1",NA,"I based my forecast on the corallation between the impact of Covid-19 and this bias.  I'm assuming that another wave will hit in the fall which will increase the level of bias.","I used the impact of Covid-19 on the prior data to forecast the future data based on a second wave in the fall.",1,"I beleive that the greater the impact of Covid-19 at a particular time, the greater bias there will be.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1484",1484,"6/3/2020 16:00","6/3/2020 16:19",0,"172.90.67.212",100,1152,1,"6/3/2020 16:19","R_PUmz7YkLutySCkN",NA,NA,NA,NA,33.78709412,-117.8820953,"anonymous","EN",0,0,8.345,0,1500000,1800000,2100000,2500000,3000000,3300000,3600000,4000000,4300000,4600000,5000000,5500000,10.788,268.146,269.002,37,29,3.746,7.776,8.143,4,1,2,NA,5,"performance artist",4,10,NA,1,"usa",2,1,NA,"5e70093e52b4685dfd36f5f2","5ed7c6806cb9612735cc3980","5ed8014b11c02e2fb3213375",1,"easian","pred",0.23,0.2,0.18,0.18,0.15,0.12,0.14,0.15,0.11,0.1,0.09,0.06,8577,44.538,50.073,50.813,3,1,"F_1JOyeLIUyt4CO4V","asian_explicit_bias_updated.ods",37678,"application/vnd.oasis.opendocument.spreadsheet",14.551,41.457,79.819,4,4.672,8.202,29.083,2,1,"1",NA,"n/a","potential for covid to spike in winter months",1,"As cases go up and media coverage follows this, some people will tend to see asian americans less favorably than they would otherwise have.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1485",1485,"6/3/2020 16:02","6/3/2020 16:20",0,"24.11.69.146",100,1067,1,"6/3/2020 16:20","R_21c6YnMOrHooCxy",NA,NA,NA,NA,41.08790588,-112.0632019,"anonymous","EN",11.764,11.764,17.602,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.252,37.252,155.29,1,26,4.206,9.051,10.535,3,1,2,NA,5,"Teacher",4,4,NA,2,"United States",2,7,NA,"5ec43a90909cda13046cff66","5ed7c6806cb9612735cc3980","5ed801bf9c98552e7d2c933a",1,"easian","pred",0.42,0.41,0.42,0.43,0.45,0.45,0.4,0.44,0.48,0.5,0.46,0.46,8581,9.971,9.971,11.74,1,3,"F_3Gv1s7wE7ATTYY5","asian_implicit_bias_updated.xlsx",39880,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",3.66,35.949,77.304,2,1.668,1.668,69.426,1,2,"1",NA,"I noticed the trend is generally increasing and decreasing in minor amounts. In addition, I think COVID-19 will generally cause an increase in bias over the next year and longer.","Similar to the previous response, I considered COVID-19 as a variable that will impact bias.",1,"I think people will continue to strongly associate China with COVID-19 as it originated there. I predict people will be especially cautious of those that travel regularly. In addition, I have heard that there are models indicated a large increase in COVID-19 cases over the next flu-season.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1486",1486,"6/3/2020 16:07","6/3/2020 16:20",0,"68.134.74.118",100,804,1,"6/3/2020 16:20","R_u1H3a0Tq7BZGvT3",NA,NA,NA,NA,39.47990417,-76.29550171,"anonymous","EN",0,0,104.394,0,605000,610000,620000,625250,629000,640000,650000,690000,730000,760000,790000,800000,14.245,88.145,92.588,31,21,1.37,5.251,5.429,5,1,2,NA,2,"Student",2,2,NA,2,"USA",2,4,NA,"5b32c0ff975e260001e97d0e","5ed7c6806cb9612735cc3980","5ed801bce2a92d1283c3378f",1,"easian","pred",0.5,0.55,0.5,0.45,0.42,0.4,0.39,0.4,0.4,0.4,0.4,0.35,8587,3.154,3.154,3.733,1,3,"F_2Qs6299fYwALnar","asian_implicit_bias_updated.xlsx",39899,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",3.202,3.202,3.203,1,0.667,21.021,52.1,2,5,"1,4",NA,"I figured that the trajectory of the covid 19 virus will be correlated to the asian bias.","I used the prediction that president trump will win the election because it will surely drive up asian bias",1,"I figured that asian bias is correlated to the COVID-19 pandemic trajectory because of what I hear about the news and from my own experiences. I figured that asian bias will go up as the virus became worse, and around October, the virus would die down, but bias will still be higher than normal until april of the following year.",1,0,0,1,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1487",1487,"6/3/2020 16:01","6/3/2020 16:21",0,"24.62.70.114",100,1170,1,"6/3/2020 16:21","R_3kMuEsBu48jJf7i",NA,NA,NA,NA,42.08000183,-71.41750336,"anonymous","EN",0,0,17.23,0,700000,750000,810000,830000,840000,845000,850000,849000,847000,842000,840000,838000,27.214,27.214,73.647,1,19,0.941,8.452,10.063,5,1,2,NA,2,NA,4,10,NA,4,"United States of America",1,4,"I do not think I answered any part of this survey incorrectly. ","5ebe350556b9d91904d19bf4","5ed7c6806cb9612735cc3980","5ed8012210e9462e46c5de9a",1,"easian","pred",0.05,0.07,0.11,0.08,0.05,0.01,-0.01,-0.03,-0.06,-0.12,-0.03,0.01,8591,56.292,56.292,56.294,1,1,"F_3VtoSwlIct3WqSR","asian_explicit_bias_updated (1).xlsx",62933,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",13.752,13.752,42,1,1.583,52.697,54.386,4,5,"1",NA,"I made general assumptions about the unemployment rate and how it affects the groups in question. ","I did not consider any additional variables in my most recent predictions. ",1,"COVID-19 plays a big role on the forecast for Asian-American Bias due the pandemic increasing the unemployment rate. ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1488",1488,"6/3/2020 16:05","6/3/2020 16:21",0,"172.74.163.92",100,942,1,"6/3/2020 16:21","R_OChiwWnS68FohAB",NA,NA,NA,NA,35.07420349,-78.96499634,"anonymous","EN",0,0,21.603,0,600000,650000,660000,670000,690000,70000,720000,750000,800000,850000,900000,1000000,14.043,58.982,77.297,4,50,2.839,6.757,8.329,3,2,1,NA,4,"Unemployed",4,10,NA,1,"USA",3,5,NA,"5ddc3ccd108b67ba3b7efa5a","5ed7c6806cb9612735cc3980","5ed8028296a727304cdb8bf4",1,"easian","pred",0.04,0.05,0.05,0.05,0.04,0.03,0.03,0.02,0.01,0.02,0.01,0.01,8592,33.703,41.02,43.106,3,3,"F_UzNPhIBBuMYYt4B","Copy of asian_explicit_bias_updated.xlsx",39662,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",6.312,43.908,48.664,4,3.656,186.951,210.406,5,3,"1",NA,"Right now Asian-Americans are in the spotlight because of two reasons.  The first reason is the COVID-19 breakout.  Because it came from China people are unfairly targeting Asians simply because of their race.  The second reason is the death of George Floyd at the hands of a white police officer while an Asian-American police officer stood by.  Many people find this Asian-American police officer complicit because he did nothing to intervene.","As stated above I used the COVID-19 breakout as a variable.",1,"I think that once the outbreak dies down then they will not be targeted as much.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1489",1489,"6/3/2020 15:48","6/3/2020 16:21",0,"131.95.1.79",100,1974,1,"6/3/2020 16:21","R_2QQ9ERHWzKb0EBe",NA,NA,NA,NA,31.34429932,-89.21890259,"anonymous","EN",0,0,10.104,0,600000,580000,550000,530000,535000,540000,555000,568000,570000,580000,570000,555000,22.774,128.301,131.852,13,38,3.453,8.466,11.383,3,2,1,NA,6,NA,4,10,NA,4,NA,2,5,NA,"5e5c45a59c804841e9b1a6f1","5ed7c6806cb9612735cc3980","5ed7fe803b309d120147720b",1,"easian","pred",0.43,0.41,0.39,0.4,0.37,0.4,0.43,0.45,0.44,0.42,0.4,0.38,8597,12.944,12.944,16.654,1,1,"F_x9mKCYTCbYWZey5","asian_implicit_bias_updated.xlsx",39543,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",38.002,116.437,117.668,16,2.13,82.621,131.845,2,2,"1",NA,"I already filled out these blocks and the survey looped me through a second time... My forecast is based on intuition and the idea that COVID cases will see a resurgence as we move into fall/winter. I anticipate that implicit bias with regard to disfavor of Asian-Americans will parallel such a resurgence.","I primarily considered COVID-19, though I think taking politics and the November 2020 election into account the estimates are still ok.",1,"I think increased implicit bias with a negative view of Asian-Americans will correlate with the COVID trajectory.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1490",1490,"6/3/2020 15:39","6/3/2020 16:21",0,"174.103.84.133",100,2558,1,"6/3/2020 16:21","R_8eqjwVMv4O2DTLb",NA,NA,NA,NA,38.47360229,-82.64129639,"anonymous","EN",0,0,4.743,0,125000,155000,170000,180000,186000,191000,194000,199000,209000,219000,242000,276000,14.845,127.976,135.925,16,35,3.909,11.244,12.861,4,1,2,NA,3,"Merchandiser",4,4,NA,5,"US",2,5,"It felt like the spreadsheet and estimates repeated, which was annoying.","5bc9206a66d04800015cf314","5ed7c6806cb9612735cc3980","5ed7fc578d04bb1288c16acb",1,"easian","pred",0.12934833965937,-0.0192684967676,0.017358166811,0.012548155421,0.00987525684,0.00655239821,0.004115254917,-0.018571287146,-0.02952414579,0.108545147324,0.124974365682,0.14841266751148,8599,71.446,1131.866,1134.505,3,3,"F_27W0kA8Rba8bR79","asian_explicit_bias_updated (1).xlsx",61422,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",16.284,730.76,851.007,41,5.163,58.865,58.868,8,3,"1",NA,NA,"My assumption is that the bias will die down by the end of the year but jump slightly at the potential of a second wave of the virus.",1,"It it decreases, so does the bias. As it increases, so does the bias.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1491",1491,"6/3/2020 16:01","6/3/2020 16:22",0,"137.25.97.45",100,1272,1,"6/3/2020 16:22","R_1CDsrgp7ngqaVi0",NA,NA,NA,NA,34.00100708,-118.0375977,"anonymous","EN",0,0,14.763,0,650000,700000,75000,780000,750000,740000,700000,650000,600000,550000,500000,450000,20.91,71.674,75.747,12,41,1.79,6.92,10.224,4,2,1,NA,6,"small business owner",4,4,"Christian, other = Eastern Orthodox Christian",2,"USA",2,7,"It was unclear to how many decimal points we were to make our numeric predictions. It was also awkward and time consuming to have to reenter our data in the survey as well as the document (why was this necessary?) ","5be74b8dd153f500019a6ace","5ed7c6806cb9612735cc3980","5ed801813b309d127c071f2d",1,"easian","pred",0.0117,0.024,-0.02,-0.025,-0.025,-0.024,-0.024,-0.01,-0.01,-0.025,-0.03,-0.035,8601,66.127,76.058,76.891,3,1,"F_25TJmngqhmg65Qm","asian_explicit_bias_updated.xls",15360,"application/vnd.ms-excel",5.906,157.674,158.614,14,2.039,90.015,90.474,3,1,"2",NA,"Some bias is present from the Coronavirus pandemic, but I expect that to even out/be eliminated as we move on from it. There are other racial tensions that will overtake Asian-American bias. ","The fall election, the pandemic, the BLM protests, China's foreign policy and policy on Hong Kong",1,"I think it is abnormally higher right now and that it will even ought/drop off over the next months",0,1,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1492",1492,"6/3/2020 15:55","6/3/2020 16:22",0,"24.251.67.129",100,1663,1,"6/3/2020 16:22","R_3GfcA99MuOCeFeb",NA,NA,NA,NA,33.60800171,-111.7232971,"anonymous","EN",3.401,3.401,85.483,1,1000000,1400000,1600000,1400000,1200000,1000000,800000,600000,500000,400000,300000,250000,10.631,143.295,144.99,38,18,3.924,7.609,12.863,3,1,2,NA,2,"Student",4,2,NA,5,"United States",2,5,"I do not have any comments.","5ed6b596f3b2f8130939a79e","5ed7c6806cb9612735cc3980","5ed7ffe0003b5111cf838c4f",1,"easian","pred",0.1,0.09,0.05,0.01,-0.01,-0.04,-0.05,-0.05,-0.07,-0.06,-0.07,-0.05,8603,47.344,281.944,305.511,3,1,"F_1JJXoMCMonrpGpX","asian_explicit_bias_updated (1).xlsx",62921,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",19.932,67.103,80.311,12,1.479,226.751,233.921,11,2,"1",NA,"I believe that the current pandemic has put lots of people on edge and less willing to trust Asian-Americans. However, as the worry of the virus dies down, so will the Explicit Asian-American Bias.","I considered the amount of individuals infected with COVID-19 in my prediction. I feel that the Explicit Asian-American Bias could possibly correlate to the amount of people infected with the virus.",1,"The COVID-19 pandemic trajectory could shift some people's view of Asian-Americans, as the virus originated in China. As the pandemic dies down, so will the Explicit Asian-American Bias.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1493",1493,"6/3/2020 15:51","6/3/2020 16:23",0,"104.189.156.14",100,1922,1,"6/3/2020 16:23","R_3J3GAzvu1Jsq9lv",NA,NA,NA,NA,33.1177063,-96.67910004,"anonymous","EN",0,0,46.266,0,1850000,1900000,2050000,2200000,2400000,2600000,2750000,2850000,2900000,2950000,3000000,3050000,16.969,534.438,540.671,29,19,3.96,28.512,32.332,3,2,2,NA,2,"n/a",2,7,NA,2,"United States",2,NA,"Boring","5ed3b4dd12d1c102905de4d6","5ed7c6806cb9612735cc3980","5ed7ff406b0a622fe80a7a90",1,"easian","pred",0.119,0.11,0.02,-0.12,-0.01,0.12,0.06,-0.05,0.01,0.13,-0.03,0.04,8609,26.991,26.991,31.245,1,3,"F_OCFUuIS3qC8um1b","asian_explicit_bias_updated.xlsx",39528,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",5.386,5.386,5.392,1,2.513,53.365,53.85,4,2,"1",NA,"I used general intuition. ","Intuition and research was used. ",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1494",1494,"6/3/2020 15:50","6/3/2020 16:24",0,"100.2.59.84",100,2051,1,"6/3/2020 16:24","R_OBdEnxY4bgneuxX",NA,NA,NA,NA,40.78089905,-73.95020294,"anonymous","EN",51.077,51.077,59.132,1,100000,105000,115000,125000,115000,110000,115000,120000,105000,100000,80000,60000,15.219,84.91,87.438,12,24,2.569,5.719,8.152,4,2,1,NA,5,"Student",4,10,NA,2,"United States",1,2,"None","5eb8351f8478070728460878","5ed7c6806cb9612735cc3980","5ed7feee9836472fe3dcf818",1,"easian","pred",0.219393396793707,0.269393396793707,0.319393396793707,0.369393396793707,0.359393396793707,0.349393396793707,0.339393396793707,0.329393396793707,0.319393396793707,0.269393396793707,0.219393396793707,0.169393396793707,8615,31.821,31.821,31.822,1,1,"F_1JJzfotig4987h8","asian_explicit_bias_updated.xlsx",41260,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",421.364,472.878,529.064,15,3.038,115.176,115.741,8,2,"1",NA,"No theoretical assumptions were used","I made assumptions based on the projection of the virus. The trend in the graph showed increased bias as COVID emerged and grew in the US. My projections were based on a sustained growth in the summer as restrictions are lifted nationwide, a very slight drop in the Fall as progress toward a vaccine is made, and more sizable drop in the start of the new year when initial vaccines are projected to come to market. ",1,"I observed a trend in the provided data that bias grew as the virus started growing in the US, so I projected that this would drive higher bias through the summer as cases grew. Then a decline in bias as a vaccine was made available. I think the public associates the virus with Asian-Americans due to the proposed origins of the virus. Unfortunately, this has generated increased bias in the public and a spike in crime directed at Asian-Americans. ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1495",1495,"6/3/2020 16:02","6/3/2020 16:25",0,"69.125.211.72",100,1365,1,"6/3/2020 16:25","R_3W66jTtp0HUFWBX",NA,NA,NA,NA,40.98199463,-72.30670166,"anonymous","EN",0,0,31.038,0,1800000,2400000,2800000,3200000,3500000,3600000,4000000,4400000,4800000,5200000,5400000,5500000,28.479,70.759,97.846,5,30,5.273,9.033,10.765,3,1,2,NA,5,"Finance",4,6,NA,3,"USA",1,8,"No","5ed65e4eeb466b0711c2df81","5ed7c6806cb9612735cc3980","5ed801bb47cfe5118839e3d9",1,"easian","pred",0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,8623,42.828,177.181,178.747,2,1,"F_1pJuxVfllinBvSJ","asian_explicit_bias_updated (2).xlsx",65504,"application/octet-stream",23.781,146.694,148.447,16,2.646,171.584,228.923,2,2,"1",NA,"I reviewed the historical data that was provided and considered recent events that have been documented as increasing asina-american bias (hateful speech from the president blaming China for covid-19, previous escalations around the trade war, etc). My assumption is that this will decrease over the coming months - in part due to my hope that the covid situation will improve and in light of the recent social unrest due to police brutality and general racial injustice that people are much more thoughtful about at the moment.","Yes I considered other variables in a broad sense (particularly offensive actions of the president as well as global events) but didn't specifically look back to align these with the historical data.",1,"The covid-19 pandemic is the reason that I kept the bias at the current elevated levels over the coming months before declining to neutral. It isn't the pandemic itself that I attribute this to, but rather the actions of Trump to blame China and generate bias among his followers.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
